,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,37381,45346,0,6281,1684,420100,湖北省
1,孝感,2481,3346,0,771,94,420900,湖北省
2,黄冈,1492,2856,0,1274,90,421100,湖北省
3,荆州,946,1517,0,531,40,421000,湖北省
4,鄂州,929,1343,0,375,39,420700,湖北省
5,随州,873,1287,0,386,28,421300,湖北省
6,襄阳,803,1170,0,343,24,420600,湖北省
7,宜昌,617,895,0,250,28,420500,湖北省
8,黄石,586,974,0,361,27,420200,湖北省
9,荆门,534,800,0,229,37,420800,湖北省
10,咸宁,442,766,0,314,10,421200,湖北省
11,十堰,440,654,0,212,2,420300,湖北省
12,仙桃,339,568,0,210,19,429004,湖北省
13,天门,300,477,0,165,12,429006,湖北省
14,监狱系统,220,220,0,0,0,0,湖北省
15,恩施州,130,245,0,112,3,422800,湖北省
16,潜江,124,188,0,57,7,429005,湖北省
17,神农架林区,0,10,0,10,0,429021,湖北省
18,深圳,192,416,0,222,2,440300,广东省
19,广州,167,339,0,172,0,440100,广东省
20,东莞,65,93,0,27,1,441900,广东省
21,佛山,50,84,0,34,0,440600,广东省
22,珠海,48,98,0,49,1,440400,广东省
23,中山,23,66,0,43,0,442000,广东省
24,惠州,21,62,0,41,0,441300,广东省
25,江门,14,23,0,9,0,440700,广东省
26,湛江,10,22,0,12,0,440800,广东省
27,肇庆,9,18,0,8,1,441200,广东省
28,茂名,8,14,0,6,0,440900,广东省
29,汕头,5,25,0,20,0,440500,广东省
30,梅州,5,16,0,11,0,441400,广东省
31,韶关,4,10,0,6,0,440200,广东省
32,揭阳,4,8,0,4,0,445200,广东省
33,阳江,3,13,0,10,0,441700,广东省
34,清远,3,12,0,9,0,441800,广东省
35,汕尾,3,5,0,2,0,441500,广东省
36,河源,3,4,0,1,0,441600,广东省
37,潮州,1,5,0,4,0,445100,广东省
38,温州,235,504,0,268,1,330300,浙江省
39,台州,62,146,0,84,0,331000,浙江省
40,杭州,58,169,0,111,0,330100,浙江省
41,宁波,54,157,0,103,0,330200,浙江省
42,省十里丰监狱,34,34,0,0,0,0,浙江省
43,嘉兴,23,45,0,22,0,330400,浙江省
44,绍兴,22,42,0,20,0,330600,浙江省
45,金华,19,55,0,36,0,330700,浙江省
46,舟山,5,10,0,5,0,330900,浙江省
47,衢州,4,14,0,10,0,330800,浙江省
48,湖州,4,10,0,6,0,330500,浙江省
49,丽水,3,17,0,14,0,331100,浙江省
50,信阳,134,270,0,134,2,411500,河南省
51,南阳,87,155,0,66,2,411300,河南省
52,郑州,59,157,0,98,0,410100,河南省
53,驻马店,40,139,0,99,0,411700,河南省
54,周口,35,76,0,41,0,411600,河南省
55,商丘,25,91,0,63,3,411400,河南省
56,新乡,22,57,0,32,3,410700,河南省
57,安阳,22,53,0,31,0,410500,河南省
58,许昌,20,39,0,19,0,411000,河南省
59,焦作,19,32,0,12,1,410800,河南省
60,平顶山,18,58,0,39,1,410400,河南省
61,洛阳,14,31,0,16,1,410300,河南省
62,漯河,13,35,0,22,0,411100,河南省
63,开封,11,26,0,15,0,410200,河南省
64,鹤壁,10,19,0,9,0,410600,河南省
65,濮阳,10,17,0,7,0,410900,河南省
66,济源,2,5,0,3,0,419001,河南省
67,三门峡,1,7,0,6,0,411200,河南省
68,待明确地区,-30,0,0,24,6,0,河南省
69,济宁,224,253,0,29,0,370800,山东省
70,烟台,29,47,0,18,0,370600,山东省
71,潍坊,27,44,0,17,0,370700,山东省
72,济南,25,47,0,22,0,370100,山东省
73,德州,24,37,0,11,2,371400,山东省
74,青岛,23,59,0,35,1,370200,山东省
75,泰安,21,34,0,12,1,370900,山东省
76,威海,20,38,0,18,0,371000,山东省
77,淄博,20,30,0,10,0,370300,山东省
78,聊城,17,38,0,21,0,371500,山东省
79,枣庄,13,24,0,11,0,370400,山东省
80,日照,8,16,0,8,0,371100,山东省
81,临沂,5,49,0,44,0,371300,山东省
82,菏泽,4,18,0,14,0,371700,山东省
83,滨州,4,15,0,11,0,371600,山东省
84,南昌,84,229,0,145,0,360100,江西省
85,九江,71,118,0,47,0,360400,江西省
86,上饶,59,123,0,64,0,361100,江西省
87,宜春,53,106,0,53,0,360900,江西省
88,新余,50,130,0,80,0,360500,江西省
89,赣州,41,76,0,34,1,360700,江西省
90,抚州,35,72,0,37,0,361000,江西省
91,萍乡,22,33,0,11,0,360300,江西省
92,鹰潭,14,18,0,4,0,360600,江西省
93,吉安,11,22,0,11,0,360800,江西省
94,景德镇,3,6,0,3,0,360200,江西省
95,赣江新区,1,1,0,0,0,0,江西省
96,蚌埠,99,160,0,56,5,340300,安徽省
97,合肥,76,174,0,97,1,340100,安徽省
98,阜阳,65,155,0,90,0,341200,安徽省
99,亳州,38,108,0,70,0,341600,安徽省
100,六安,34,69,0,35,0,341500,安徽省
101,安庆,28,83,0,55,0,340800,安徽省
102,马鞍山,20,37,0,17,0,340500,安徽省
103,宿州,18,41,0,23,0,341300,安徽省
104,铜陵,16,29,0,13,0,340700,安徽省
105,淮南,13,27,0,14,0,340400,安徽省
106,淮北,12,27,0,15,0,340600,安徽省
107,芜湖,7,33,0,26,0,340200,安徽省
108,池州,7,17,0,10,0,341700,安徽省
109,滁州,5,13,0,8,0,341100,安徽省
110,黄山,3,9,0,6,0,341000,安徽省
111,宣城,2,6,0,4,0,341800,安徽省
112,长沙,115,242,0,125,2,430100,湖南省
113,岳阳,79,156,0,76,1,430600,湖南省
114,株洲,32,78,0,46,0,430200,湖南省
115,常德,22,80,0,58,0,430700,湖南省
116,娄底,22,76,0,54,0,431300,湖南省
117,邵阳,20,102,0,81,1,430500,湖南省
118,湘潭,18,35,0,17,0,430300,湖南省
119,衡阳,11,48,0,37,0,430400,湖南省
120,郴州,9,39,0,30,0,431000,湖南省
121,益阳,8,59,0,51,0,430900,湖南省
122,永州,8,43,0,35,0,431100,湖南省
123,怀化,2,40,0,38,0,431200,湖南省
124,湘西自治州,0,8,0,8,0,433100,湖南省
125,张家界,0,5,0,5,0,430800,湖南省
126,哈尔滨,118,197,0,76,3,230100,黑龙江省
127,鸡西,43,46,0,3,0,230300,黑龙江省
128,双鸭山,33,52,0,16,3,230500,黑龙江省
129,齐齐哈尔,26,43,0,16,1,230200,黑龙江省
130,绥化,17,47,0,26,4,231200,黑龙江省
131,大庆,17,26,0,8,1,230600,黑龙江省
132,牡丹江,12,14,0,2,0,231000,黑龙江省
133,七台河,11,17,0,6,0,230900,黑龙江省
134,黑河,10,14,0,4,0,231100,黑龙江省
135,鹤岗,3,5,0,2,0,230400,黑龙江省
136,佳木斯,1,15,0,14,0,230800,黑龙江省
137,伊春,1,1,0,0,0,230700,黑龙江省
138,大兴安岭,0,2,0,2,0,232700,黑龙江省
139,成都,69,143,0,71,3,510100,四川省
140,甘孜州,58,68,0,10,0,513300,四川省
141,达州,30,41,0,11,0,511700,四川省
142,南充,23,38,0,15,0,511300,四川省
143,泸州,18,24,0,6,0,510500,四川省
144,巴中,14,24,0,10,0,511900,四川省
145,德阳,13,18,0,5,0,510600,四川省
146,绵阳,12,22,0,10,0,510700,四川省
147,内江,12,22,0,10,0,511000,四川省
148,广安,10,30,0,20,0,511600,四川省
149,遂宁,7,17,0,10,0,510900,四川省
150,凉山州,7,13,0,6,0,513400,四川省
151,宜宾,5,12,0,7,0,511500,四川省
152,攀枝花,3,16,0,13,0,510400,四川省
153,雅安,3,7,0,4,0,511800,四川省
154,自贡,2,9,0,7,0,510300,四川省
155,眉山,2,8,0,6,0,511400,四川省
156,广元,1,6,0,5,0,510800,四川省
157,乐山,1,3,0,2,0,511100,四川省
158,资阳,1,3,0,2,0,512000,四川省
159,阿坝州,0,1,0,1,0,513200,四川省
160,万州区,55,115,0,56,4,500101,重庆市
161,江北区,19,28,0,9,0,500105,重庆市
162,合川区,15,23,0,8,0,500117,重庆市
163,潼南区,13,18,0,5,0,500152,重庆市
164,綦江区,12,23,0,11,0,500110,重庆市
165,奉节县,12,22,0,10,0,500236,重庆市
166,垫江县,11,20,0,9,0,500231,重庆市
167,长寿区,10,21,0,11,0,500115,重庆市
168,两江新区,10,17,0,7,0,-1,重庆市
169,南岸区,10,15,0,5,0,500108,重庆市
170,九龙坡区,9,20,0,10,1,500107,重庆市
171,渝北区,8,17,0,9,0,500112,重庆市
172,沙坪坝区,7,8,0,1,0,500106,重庆市
173,云阳县,6,25,0,19,0,500235,重庆市
174,渝中区,6,20,0,14,0,500103,重庆市
175,铜梁区,6,10,0,4,0,500151,重庆市
176,丰都县,6,10,0,4,0,500230,重庆市
177,石柱县,5,15,0,10,0,500240,重庆市
178,大足区,5,14,0,9,0,500111,重庆市
179,开州区,4,20,0,15,1,500154,重庆市
180,巫溪县,4,13,0,9,0,500238,重庆市
181,巫山县,4,10,0,6,0,500237,重庆市
182,荣昌区,4,9,0,5,0,500153,重庆市
183,巴南区,4,6,0,2,0,500113,重庆市
184,涪陵区,3,5,0,2,0,500102,重庆市
185,忠县,2,20,0,18,0,500233,重庆市
186,璧山区,2,9,0,7,0,500120,重庆市
187,大渡口区,2,7,0,5,0,500104,重庆市
188,高新区,2,4,0,2,0,0,重庆市
189,彭水县,2,2,0,0,0,500243,重庆市
190,永川区,1,5,0,4,0,500118,重庆市
191,江津区,1,4,0,3,0,500116,重庆市
192,酉阳县,1,1,0,0,0,0,重庆市
193,万盛经开区,1,1,0,0,0,0,重庆市
194,梁平区,0,4,0,4,0,500155,重庆市
195,黔江区,0,2,0,2,0,500114,重庆市
196,城口县,0,2,0,2,0,500229,重庆市
197,武隆区,0,1,0,1,0,500156,重庆市
198,秀山县,0,1,0,1,0,500241,重庆市
199,苏州,45,87,0,42,0,320500,江苏省
200,南京,41,93,0,52,0,320100,江苏省
201,淮安,32,66,0,34,0,320800,江苏省
202,连云港,30,48,0,18,0,320700,江苏省
203,徐州,21,79,0,58,0,320300,江苏省
204,无锡,18,55,0,37,0,320200,江苏省
205,南通,17,40,0,23,0,320600,江苏省
206,常州,15,51,0,36,0,320400,江苏省
207,泰州,13,37,0,24,0,321200,江苏省
208,扬州,10,23,0,13,0,321000,江苏省
209,盐城,7,27,0,20,0,320900,江苏省
210,宿迁,5,13,0,8,0,321300,江苏省
211,镇江,4,12,0,8,0,321100,江苏省
212,海淀区,61,61,0,0,0,110108,北京市
213,朝阳区,58,58,0,0,0,110105,北京市
214,西城区,53,53,0,0,0,110102,北京市
215,丰台区,38,41,0,3,0,110106,北京市
