,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,37118,42752,0,4253,1381,420100,湖北省
1,孝感,2722,3320,0,523,75,420900,湖北省
2,黄冈,1803,2828,0,941,84,421100,湖北省
3,荆州,1160,1537,0,339,38,421000,湖北省
4,随州,1055,1278,0,198,25,421300,湖北省
5,鄂州,1032,1339,0,271,36,420700,湖北省
6,襄阳,960,1163,0,182,21,420600,湖北省
7,荆门,724,900,0,143,33,420800,湖北省
8,黄石,711,985,0,254,20,420200,湖北省
9,宜昌,694,904,0,186,24,420500,湖北省
10,咸宁,652,868,0,206,10,421200,湖北省
11,十堰,480,626,0,144,2,420300,湖北省
12,天门,434,500,0,55,11,429006,湖北省
13,仙桃,404,544,0,121,19,429004,湖北省
14,恩施州,156,250,0,90,4,422800,湖北省
15,潜江,152,185,0,27,6,429005,湖北省
16,神农架林区,0,10,0,10,0,429021,湖北省
17,深圳,251,416,0,163,2,440300,广东省
18,广州,197,339,0,142,0,440100,广东省
19,东莞,66,91,0,24,1,441900,广东省
20,佛山,57,84,0,27,0,440600,广东省
21,珠海,55,98,0,43,0,440400,广东省
22,中山,26,66,0,40,0,442000,广东省
23,惠州,23,59,0,36,0,441300,广东省
24,江门,15,23,0,8,0,440700,广东省
25,湛江,11,22,0,11,0,440800,广东省
26,汕头,10,25,0,15,0,440500,广东省
27,肇庆,9,18,0,8,1,441200,广东省
28,梅州,8,16,0,8,0,441400,广东省
29,茂名,8,14,0,6,0,440900,广东省
30,韶关,5,10,0,5,0,440200,广东省
31,阳江,4,13,0,9,0,441700,广东省
32,揭阳,4,8,0,4,0,445200,广东省
33,清远,3,12,0,9,0,441800,广东省
34,汕尾,3,5,0,2,0,441500,广东省
35,河源,3,4,0,1,0,441600,广东省
36,潮州,1,5,0,4,0,445100,广东省
37,信阳,180,266,0,84,2,411500,河南省
38,南阳,88,155,0,65,2,411300,河南省
39,郑州,77,154,0,77,0,410100,河南省
40,驻马店,60,139,0,79,0,411700,河南省
41,周口,44,76,0,32,0,411600,河南省
42,商丘,42,91,0,46,3,411400,河南省
43,新乡,33,57,0,21,3,410700,河南省
44,平顶山,30,58,0,27,1,410400,河南省
45,许昌,27,38,0,11,0,411000,河南省
46,安阳,26,52,0,26,0,410500,河南省
47,焦作,24,32,0,7,1,410800,河南省
48,漯河,21,34,0,13,0,411100,河南省
49,洛阳,18,31,0,12,1,410300,河南省
50,开封,17,26,0,9,0,410200,河南省
51,鹤壁,14,19,0,5,0,410600,河南省
52,濮阳,13,17,0,4,0,410900,河南省
53,济源,5,5,0,0,0,419001,河南省
54,三门峡,3,7,0,4,0,411200,河南省
55,待明确地区,-6,0,0,0,6,0,河南省
56,温州,296,504,0,208,0,330300,浙江省
57,宁波,88,156,0,68,0,330200,浙江省
58,台州,77,146,0,69,0,331000,浙江省
59,杭州,74,168,0,94,0,330100,浙江省
60,嘉兴,28,43,0,15,0,330400,浙江省
61,金华,25,55,0,30,0,330700,浙江省
62,绍兴,22,42,0,20,0,330600,浙江省
63,衢州,11,21,0,10,0,330800,浙江省
64,丽水,6,17,0,11,0,331100,浙江省
65,舟山,5,10,0,5,0,330900,浙江省
66,湖州,5,10,0,5,0,330500,浙江省
67,南昌,134,229,0,95,0,360100,江西省
68,九江,88,118,0,30,0,360400,江西省
69,上饶,84,123,0,39,0,361100,江西省
70,新余,83,129,0,46,0,360500,江西省
71,宜春,76,106,0,30,0,360900,江西省
72,赣州,55,76,0,20,1,360700,江西省
73,抚州,44,72,0,28,0,361000,江西省
74,萍乡,27,33,0,6,0,360300,江西省
75,鹰潭,15,18,0,3,0,360600,江西省
76,吉安,12,22,0,10,0,360800,江西省
77,景德镇,3,6,0,3,0,360200,江西省
78,赣江新区,1,1,0,0,0,0,江西省
79,蚌埠,123,158,0,30,5,340300,安徽省
80,阜阳,107,154,0,47,0,341200,安徽省
81,合肥,101,173,0,71,1,340100,安徽省
82,亳州,61,108,0,47,0,341600,安徽省
83,六安,45,68,0,23,0,341500,安徽省
84,安庆,44,83,0,39,0,340800,安徽省
85,宿州,24,41,0,17,0,341300,安徽省
86,马鞍山,22,36,0,14,0,340500,安徽省
87,铜陵,17,29,0,12,0,340700,安徽省
88,芜湖,16,33,0,17,0,340200,安徽省
89,淮南,16,27,0,11,0,340400,安徽省
90,淮北,14,27,0,13,0,340600,安徽省
91,池州,11,17,0,6,0,341700,安徽省
92,滁州,6,13,0,7,0,341100,安徽省
93,黄山,6,9,0,3,0,341000,安徽省
94,宣城,2,6,0,4,0,341800,安徽省
95,长沙,147,241,0,92,2,430100,湖南省
96,岳阳,90,155,0,64,1,430600,湖南省
97,株洲,41,78,0,37,0,430200,湖南省
98,常德,36,79,0,43,0,430700,湖南省
99,娄底,36,76,0,40,0,431300,湖南省
100,邵阳,30,101,0,70,1,430500,湖南省
101,益阳,28,59,0,31,0,430900,湖南省
102,衡阳,20,48,0,28,0,430400,湖南省
103,湘潭,19,35,0,16,0,430300,湖南省
104,永州,13,43,0,30,0,431100,湖南省
105,郴州,12,39,0,27,0,431000,湖南省
106,怀化,3,40,0,37,0,431200,湖南省
107,湘西自治州,1,8,0,7,0,433100,湖南省
108,张家界,0,5,0,5,0,430800,湖南省
109,南京,57,92,0,35,0,320100,江苏省
110,苏州,56,87,0,31,0,320500,江苏省
111,淮安,38,66,0,28,0,320800,江苏省
112,徐州,37,79,0,42,0,320300,江苏省
113,无锡,34,55,0,21,0,320200,江苏省
114,连云港,34,48,0,14,0,320700,江苏省
115,常州,23,50,0,27,0,320400,江苏省
116,南通,21,40,0,19,0,320600,江苏省
117,泰州,15,37,0,22,0,321200,江苏省
118,扬州,12,23,0,11,0,321000,江苏省
119,盐城,10,27,0,17,0,320900,江苏省
120,宿迁,6,13,0,7,0,321300,江苏省
121,镇江,6,12,0,6,0,321100,江苏省
122,哈尔滨,140,190,0,47,3,230100,黑龙江省
123,双鸭山,46,52,0,4,2,230500,黑龙江省
124,鸡西,44,46,0,2,0,230300,黑龙江省
125,齐齐哈尔,32,43,0,10,1,230200,黑龙江省
126,绥化,26,46,0,16,4,231200,黑龙江省
127,黑河,14,14,0,0,0,231100,黑龙江省
128,大庆,12,20,0,7,1,230600,黑龙江省
129,牡丹江,12,13,0,1,0,231000,黑龙江省
130,七台河,11,17,0,6,0,230900,黑龙江省
131,佳木斯,4,15,0,11,0,230800,黑龙江省
132,鹤岗,3,5,0,2,0,230400,黑龙江省
133,大兴安岭,1,2,0,1,0,232700,黑龙江省
134,伊春,1,1,0,0,0,230700,黑龙江省
135,待明确地区,-4,0,0,4,0,0,黑龙江省
136,成都,83,140,0,56,1,510100,四川省
137,甘孜州,54,62,0,8,0,513300,四川省
138,达州,30,39,0,9,0,511700,四川省
139,南充,26,38,0,12,0,511300,四川省
140,巴中,21,24,0,3,0,511900,四川省
141,广安,16,30,0,14,0,511600,四川省
142,内江,16,22,0,6,0,511000,四川省
143,泸州,16,19,0,3,0,510500,四川省
144,德阳,16,17,0,1,0,510600,四川省
145,绵阳,13,22,0,9,0,510700,四川省
146,遂宁,8,17,0,9,0,510900,四川省
147,凉山州,8,13,0,5,0,513400,四川省
148,宜宾,6,12,0,6,0,511500,四川省
149,眉山,6,8,0,2,0,511400,四川省
150,攀枝花,5,16,0,11,0,510400,四川省
151,自贡,5,9,0,4,0,510300,四川省
152,雅安,5,7,0,2,0,511800,四川省
153,广元,2,6,0,4,0,510800,四川省
154,乐山,1,3,0,2,0,511100,四川省
155,资阳,1,3,0,2,0,512000,四川省
156,阿坝州,0,1,0,1,0,513200,四川省
157,待明确地区,-2,0,0,0,2,0,四川省
158,烟台,34,47,0,13,0,370600,山东省
159,潍坊,32,44,0,12,0,370700,山东省
160,济南,31,47,0,16,0,370100,山东省
161,青岛,30,58,0,27,1,370200,山东省
162,济宁,30,52,0,22,0,370800,山东省
163,威海,28,38,0,10,0,371000,山东省
164,德州,27,37,0,9,1,371400,山东省
165,泰安,25,32,0,6,1,370900,山东省
166,淄博,23,29,0,6,0,370300,山东省
167,聊城,21,38,0,17,0,371500,山东省
168,枣庄,17,24,0,7,0,370400,山东省
169,临沂,11,48,0,37,0,371300,山东省
170,日照,10,16,0,6,0,371100,山东省
171,菏泽,5,18,0,13,0,371700,山东省
172,滨州,5,15,0,10,0,371600,山东省
173,万州区,64,108,0,41,3,500101,重庆市
174,江北区,23,28,0,5,0,500105,重庆市
175,合川区,16,23,0,7,0,500117,重庆市
176,綦江区,16,23,0,7,0,500110,重庆市
177,潼南区,16,18,0,2,0,500152,重庆市
178,垫江县,14,20,0,6,0,500231,重庆市
179,奉节县,13,20,0,7,0,500236,重庆市
180,长寿区,12,21,0,9,0,500115,重庆市
181,南岸区,12,15,0,3,0,500108,重庆市
182,两江新区,10,17,0,7,0,-1,重庆市
183,九龙坡区,9,20,0,10,1,500107,重庆市
184,渝北区,9,16,0,7,0,500112,重庆市
185,大足区,9,14,0,5,0,500111,重庆市
186,云阳县,8,25,0,17,0,500235,重庆市
187,渝中区,8,20,0,12,0,500103,重庆市
188,忠县,8,20,0,12,0,500233,重庆市
189,丰都县,7,10,0,3,0,500230,重庆市
190,沙坪坝区,7,8,0,1,0,500106,重庆市
191,开州区,6,20,0,13,1,500154,重庆市
192,石柱县,6,14,0,8,0,500240,重庆市
193,铜梁区,6,9,0,3,0,500151,重庆市
194,荣昌区,5,9,0,4,0,500153,重庆市
195,巫溪县,4,13,0,9,0,500238,重庆市
196,巫山县,4,10,0,6,0,500237,重庆市
197,巴南区,4,6,0,2,0,500113,重庆市
198,璧山区,3,9,0,6,0,500120,重庆市
199,永川区,3,5,0,2,0,500118,重庆市
200,高新区,3,4,0,1,0,0,重庆市
201,大渡口区,2,7,0,5,0,500104,重庆市
202,彭水县,2,2,0,0,0,500243,重庆市
203,江津区,1,4,0,3,0,500116,重庆市
204,涪陵区,1,3,0,2,0,500102,重庆市
205,酉阳县,1,1,0,0,0,0,重庆市
206,万盛经开区,1,1,0,0,0,0,重庆市
207,梁平区,0,4,0,4,0,500155,重庆市
208,黔江区,0,2,0,2,0,500114,重庆市
209,城口县,0,2,0,2,0,500229,重庆市
210,武隆区,0,1,0,1,0,500156,重庆市
211,秀山县,0,1,0,1,0,500241,重庆市
212,海淀区,60,60,0,0,0,110108,北京市
213,朝阳区,58,58,0,0,0,110105,北京市
214,西城区,47,47,0,0,0,110102,北京市
215,丰台区,37,40,0,3,0,110106,北京市
216,大兴区,37,39,0,2,0,110115,北京市
217,昌平区,29,29,0,0,0,110114,北京市
218,外地来京人员,24,26,0,2,0,-1,北京市
219,通州区,17,18,0,1,0,110112,北京市
220,房山区,13,16,0,3,0,110111,北京市
221,石景山区,13,14,0,1,0,110107,北京市
222,东城区,11,12,0,1,0,110101,北京市
223,顺义区,10,10,0,0,0,110113,北京市
224,怀柔区,7,7,0,0,0,110116,北京市
225,密云区,7,7,0,0,0,110118,北京市
226,门头沟区,3,3,0,0,0,110109,北京市
227,延庆区,1,1,0,0,0,110119,北京市
228,待明确地区,-113,0,0,109,4,0,北京市
229,福州,43,71,0,28,0,350100,福建省
230,莆田,38,55,0,17,0,350300,福建省
231,泉州,33,46,0,13,0,350500,福建省
232,厦门,26,35,0,9,0,350200,福建省
233,宁德,19,25,0,6,0,350900,福建省
234,漳州,12,20,0,8,0,350600,福建省
235,南平,12,20,0,8,0,350700,福建省
236,三明,11,14,0,3,0,350400,福建省
237,龙岩,5,6,0,1,0,350800,福建省
238,南宁,36,54,0,18,0,450100,广西壮族自治区
239,北海,33,44,0,10,1,450500,广西壮族自治区
240,河池,21,22,0,0,1,451200,广西壮族自治区
241,防城港,17,18,0,1,0,450600,广西壮族自治区
242,柳州,16,24,0,8,0,450200,广西壮族自治区
243,桂林,14,31,0,17,0,450300,广西壮族自治区
244,来宾,11,11,0,0,0,451300,广西壮族自治区
245,钦州,7,8,0,1,0,450700,广西壮族自治区
246,玉林,6,10,0,4,0,450900,广西壮族自治区
247,贵港,5,8,0,3,0,450800,广西壮族自治区
248,贺州,4,4,0,0,0,451100,广西壮族自治区
249,百色,1,3,0,2,0,451000,广西壮族自治区
250,梧州,0,5,0,5,0,450400,广西壮族自治区
251,唐山,38,51,0,12,1,130200,河北省
252,沧州,28,48,0,18,2,130900,河北省
253,张家口,19,34,0,15,0,130700,河北省
254,邯郸,19,31,0,12,0,130400,河北省
255,石家庄,17,28,0,11,0,130100,河北省
256,廊坊,12,30,0,18,0,131000,河北省
257,邢台,12,23,0,10,1,130500,河北省
258,保定,6,32,0,26,0,130600,河北省
259,秦皇岛,6,10,0,4,0,130300,河北省
260,承德,3,7,0,4,0,130800,河北省
261,衡水,2,8,0,6,0,131100,河北省
262,外地来沪人员,45,110,0,64,1,-1,上海市
263,浦东新区,23,60,0,37,0,310115,上海市
264,宝山区,14,21,0,7,0,310113,上海市
265,徐汇区,12,18,0,6,0,310104,上海市
266,松江区,8,14,0,6,0,310117,上海市
267,静安区,7,16,0,9,0,310106,上海市
268,普陀区,7,11,0,4,0,310107,上海市
269,嘉定区,7,9,0,2,0,310114,上海市
270,杨浦区,6,9,0,3,0,310110,上海市
271,奉贤区,6,9,0,3,0,310120,上海市
272,长宁区,5,13,0,8,0,310105,上海市
273,闵行区,4,18,0,14,0,310112,上海市
274,黄浦区,4,6,0,2,0,310101,上海市
275,虹口区,3,7,0,4,0,310109,上海市
276,崇明区,3,4,0,1,0,310151,上海市
277,金山区,1,3,0,2,0,310116,上海市
278,青浦区,0,5,0,5,0,310118,上海市
279,西安,77,117,0,40,0,610100,陕西省
280,汉中,20,25,0,5,0,610700,陕西省
281,安康,15,25,0,10,0,610900,陕西省
282,渭南,12,15,0,3,0,610500,陕西省
283,咸阳,10,17,0,7,0,610400,陕西省
284,商洛,5,7,0,2,0,611000,陕西省
285,宝鸡,4,13,0,9,0,610300,陕西省
286,铜川,4,8,0,4,0,610200,陕西省
287,延安,2,8,0,6,0,610600,陕西省
288,榆林,2,3,0,1,0,610800,陕西省
289,杨凌,1,1,0,0,0,0,陕西省
290,韩城,0,1,0,1,0,610581,陕西省
291,待明确地区,-1,0,0,1,0,0,陕西省
292,昆明,39,52,0,13,0,530100,云南省
293,昭通,23,25,0,2,0,530600,云南省
294,西双版纳,11,15,0,4,0,532800,云南省
295,玉溪,11,14,0,3,0,530400,云南省
296,曲靖,7,13,0,6,0,530300,云南省
297,保山,7,9,0,2,0,530500,云南省
298,红河州,5,8,0,3,0,0,云南省
299,大理州,3,13,0,10,0,0,云南省
300,德宏州,3,5,0,2,0,0,云南省
301,楚雄州,3,4,0,1,0,0,云南省
302,文山州,2,2,0,0,0,0,云南省
303,普洱,1,4,0,3,0,530800,云南省
304,丽江,0,7,0,7,0,530700,云南省
305,临沧,0,1,0,1,0,530900,云南省
306,三亚,21,54,0,32,1,460200,海南省
307,海口,18,34,0,16,0,460100,海南省
308,万宁,9,13,0,4,0,469006,海南省
309,儋州,7,15,0,8,0,460400,海南省
310,澄迈,7,9,0,1,1,469023,海南省
311,昌江,6,7,0,1,0,469026,海南省
312,陵水,4,4,0,0,0,469028,海南省
313,琼海,2,6,0,3,1,469002,海南省
314,临高,2,6,0,4,0,469024,海南省
315,文昌,2,3,0,1,0,469005,海南省
316,保亭,2,3,0,1,0,469029,海南省
317,乐东,2,2,0,0,0,469027,海南省
318,东方,1,3,0,2,0,469007,海南省
319,定安,0,3,0,2,1,469021,海南省
320,琼中,0,1,0,1,0,469030,海南省
321,待明确地区,-3,0,0,3,0,0,海南省
322,贵阳,22,36,0,13,1,520100,贵州省
323,遵义,20,32,0,12,0,520300,贵州省
324,毕节,13,23,0,10,0,520500,贵州省
325,黔南州,10,17,0,7,0,522700,贵州省
326,黔东南州,6,10,0,4,0,522600,贵州省
327,六盘水,3,10,0,6,1,520200,贵州省
328,安顺,3,4,0,1,0,520400,贵州省
329,铜仁,1,10,0,9,0,520600,贵州省
330,黔西南州,0,4,0,4,0,522300,贵州省
331,宝坻区,39,53,0,12,2,120115,天津市
332,河东区,7,15,0,7,1,120102,天津市
333,河北区,5,12,0,7,0,120105,天津市
334,北辰区,5,6,0,1,0,120113,天津市
335,南开区,5,6,0,1,0,120104,天津市
336,宁河区,4,4,0,0,0,120117,天津市
337,外地来津人员,3,6,0,3,0,0,天津市
338,东丽区,3,4,0,1,0,120110,天津市
