,cityName,confirmedCount,suspectedCount,curedCount,deadCount,provinceName
130,永川区,3,0,0,0,重庆市
131,丰都县,3,0,0,0,重庆市
132,南岸区,3,0,0,0,重庆市
133,铜梁区,2,0,0,0,重庆市
134,潼南区,2,0,0,0,重庆市
135,梁平区,2,0,0,0,重庆市
136,黔江区,2,0,0,0,重庆市
137,涪陵区,1,0,0,0,重庆市
138,巴南区,1,0,0,0,重庆市
139,城口县,1,0,0,0,重庆市
140,秀山县,1,0,0,0,重庆市
141,武隆区,1,0,0,0,重庆市
142,荣昌区,1,0,0,0,重庆市
143,临沂,23,0,0,0,山东省
144,青岛,21,0,1,0,山东省
145,威海,19,0,0,0,山东省
146,烟台,18,0,0,0,山东省
147,济南,16,0,0,0,山东省
148,德州,16,0,1,0,山东省
149,日照,9,0,0,0,山东省
150,滨州,9,0,0,0,山东省
151,枣庄,9,0,0,0,山东省
152,淄博,9,0,0,0,山东省
153,潍坊,8,0,0,0,山东省
154,济宁,8,0,0,0,山东省
155,菏泽,8,0,0,0,山东省
156,聊城,7,0,0,0,山东省
157,泰安,4,0,0,0,山东省
158,成都,69,0,1,1,四川省
159,广安,13,0,0,0,四川省
160,绵阳,11,0,0,0,四川省
161,南充,11,0,0,0,四川省
162,自贡,9,0,0,0,四川省
163,达州,8,0,0,0,四川省
164,德阳,7,0,0,0,四川省
165,宜宾,7,0,0,0,四川省
166,内江,6,0,0,0,四川省
167,遂宁,5,0,0,0,四川省
168,泸州,5,0,0,0,四川省
169,甘孜州,5,0,0,0,四川省
170,巴中,5,0,0,0,四川省
171,雅安,3,0,0,0,四川省
172,凉山,3,0,0,0,四川省
173,乐山,2,0,0,0,四川省
174,眉山,2,0,0,0,四川省
175,资阳,2,0,0,0,四川省
176,广元,2,0,0,0,四川省
177,攀枝花,1,0,0,0,四川省
178,阿坝州,1,0,0,0,四川省
179,苏州,32,0,2,0,江苏省
180,南京,25,0,2,0,江苏省
181,徐州,20,0,0,0,江苏省
182,常州,13,0,0,0,江苏省
183,无锡,12,0,0,0,江苏省
184,泰州,12,0,0,0,江苏省
185,南通,10,0,0,0,江苏省
186,淮安,10,0,0,0,江苏省
187,连云港,9,0,1,0,江苏省
188,扬州,8,0,0,0,江苏省
189,盐城,8,0,0,0,江苏省
190,宿迁,7,0,0,0,江苏省
191,镇江,2,0,0,0,江苏省
192,海淀区,27,0,0,0,北京市
193,朝阳区,24,0,0,0,北京市
194,大兴区,17,0,2,0,北京市
195,西城区,16,0,0,0,北京市
196,昌平区,12,0,0,0,北京市
197,通州区,12,0,0,0,北京市
198,外地来京人员,11,0,2,0,北京市
199,丰台区,11,0,0,0,北京市
200,东城区,3,0,0,0,北京市
201,石景山区,2,0,0,0,北京市
202,顺义区,2,0,0,0,北京市
203,门头沟区,1,0,0,0,北京市
204,怀柔区,1,0,0,0,北京市
205,外地来沪人员,62,0,5,1,上海市
206,浦东新区,25,0,0,0,上海市
207,静安区,8,0,0,0,上海市
208,长宁区,6,0,0,0,上海市
209,徐汇区,5,0,0,0,上海市
210,闵行区,5,0,0,0,上海市
211,奉贤区,5,0,0,0,上海市
212,虹口区,4,0,0,0,上海市
213,黄浦区,4,0,0,0,上海市
214,松江区,3,0,0,0,上海市
215,青浦区,2,0,0,0,上海市
216,宝山区,2,0,0,0,上海市
217,嘉定区,2,0,0,0,上海市
218,杨浦区,1,0,0,0,上海市
219,金山区,1,0,0,0,上海市
220,福州,32,0,0,0,福建省
221,泉州,22,0,0,0,福建省
222,莆田,22,0,0,0,福建省
223,厦门,13,0,0,0,福建省
224,三明,10,0,0,0,福建省
225,宁德,9,0,0,0,福建省
226,漳州,8,0,0,0,福建省
227,南平,3,0,0,0,福建省
228,龙岩,1,0,0,0,福建省
229,桂林,18,0,0,0,广西壮族自治区
230,北海,17,0,0,0,广西壮族自治区
231,南宁,16,0,0,0,广西壮族自治区
232,柳州,11,0,0,0,广西壮族自治区
233,防城港,7,0,1,0,广西壮族自治区
234,河池,6,0,0,0,广西壮族自治区
235,梧州,4,0,1,0,广西壮族自治区
236,玉林,4,0,0,0,广西壮族自治区
237,百色,2,0,0,0,广西壮族自治区
238,钦州,1,0,0,0,广西壮族自治区
239,贺州,1,0,0,0,广西壮族自治区
240,西安,32,0,0,0,陕西省
241,安康,13,0,0,0,陕西省
242,汉中,11,0,0,0,陕西省
243,延安,7,0,0,0,陕西省
244,咸阳,6,0,0,0,陕西省
245,铜川,5,0,0,0,陕西省
246,渭南,5,0,0,0,陕西省
247,宝鸡,4,0,0,0,陕西省
248,商洛,2,0,0,0,陕西省
249,榆林,1,0,0,0,陕西省
250,韩城,1,0,0,0,陕西省
251,昆明,25,0,0,0,云南省
252,西双版纳,12,0,0,0,云南省
253,丽江,6,0,0,0,云南省
254,玉溪,6,0,0,0,云南省
255,保山,6,0,0,0,云南省
256,大理,6,0,0,0,云南省
257,昭通,6,0,0,0,云南省
258,曲靖,5,0,0,0,云南省
259,红河,4,0,1,0,云南省
260,普洱,4,0,0,0,云南省
261,德宏,3,0,0,0,云南省
262,沧州,18,0,0,1,河北省
263,石家庄,11,0,0,0,河北省
264,保定,11,0,0,0,河北省
265,廊坊,9,0,0,0,河北省
266,邯郸,7,0,0,0,河北省
267,邢台,7,0,0,0,河北省
268,唐山,7,0,0,0,河北省
269,张家口,6,0,0,0,河北省
270,衡水,4,0,0,0,河北省
271,承德,2,0,0,0,河北省
272,哈尔滨,18,0,0,0,黑龙江省
273,绥化,12,0,0,2,黑龙江省
274,佳木斯,8,0,0,0,黑龙江省
275,大庆,7,0,0,0,黑龙江省
276,齐齐哈尔,3,0,0,0,黑龙江省
277,七台河,3,0,0,0,黑龙江省
278,牡丹江,2,0,0,0,黑龙江省
279,鸡西,2,0,0,0,黑龙江省
280,大兴安岭,2,0,0,0,黑龙江省
281,双鸭山,1,0,0,0,黑龙江省
282,鹤岗,1,0,0,0,黑龙江省
283,三亚,14,0,1,0,海南省
284,海口,9,0,0,0,海南省
285,万宁,8,0,0,0,海南省
286,儋州,5,0,0,0,海南省
287,琼海,4,0,0,0,海南省
288,陵水,3,0,0,0,海南省
289,澄迈,2,0,0,1,海南省
290,临高,2,0,0,0,海南省
291,东方,1,0,0,0,海南省
292,琼中,1,0,0,0,海南省
293,定安,1,0,0,0,海南省
294,昌江,1,0,0,0,海南省
295,乐东,1,0,0,0,海南省
296,沈阳,10,0,0,0,辽宁省
297,大连,7,0,1,0,辽宁省
298,朝阳,5,0,0,0,辽宁省
299,丹东,5,0,0,0,辽宁省
300,锦州,5,0,0,0,辽宁省
301,葫芦岛,4,0,0,0,辽宁省
302,盘锦,4,0,0,0,辽宁省
303,本溪,3,0,0,0,辽宁省
304,铁岭,3,0,0,0,辽宁省
305,营口,1,0,0,0,辽宁省
306,辽阳,1,0,0,0,辽宁省
307,晋中,9,0,0,0,山西省
308,运城,8,0,0,0,山西省
309,大同,5,0,0,0,山西省
310,吕梁,5,0,0,0,山西省
311,太原,4,0,1,0,山西省
312,长治,3,0,0,0,山西省
313,朔州,3,0,0,0,山西省
314,阳泉,1,0,0,0,山西省
315,临汾,1,0,0,0,山西省
316,河北区,8,0,0,0,天津市
317,河东区,5,0,0,0,天津市
318,外地来津人员,4,0,0,0,天津市
319,河西区,3,0,0,0,天津市
320,和平区,3,0,0,0,天津市
321,西青区,2,0,0,0,天津市
322,滨海新区,2,0,0,0,天津市
323,南开区,2,0,0,0,天津市
324,红桥区,2,0,0,0,天津市
325,宁河区,1,0,0,0,天津市
326,六盘水,8,0,0,0,贵州省
327,黔南州,4,0,0,0,贵州省
328,贵阳,4,0,1,0,贵州省
329,遵义,4,0,0,0,贵州省
330,铜仁,3,0,1,0,贵州省
331,毕节,3,0,0,0,贵州省
332,黔东南州,2,0,0,0,贵州省
333,黔西南州,1,0,0,0,贵州省
334,兰州,15,0,0,0,甘肃省
335,陇南,3,0,0,0,甘肃省
336,临夏,2,0,0,0,甘肃省
337,定西,2,0,0,0,甘肃省
338,张掖,2,0,0,0,甘肃省
339,天水,2,0,0,0,甘肃省
340,白银,1,0,0,0,甘肃省
341,金昌,1,0,0,0,甘肃省
342,平凉,1,0,0,0,甘肃省
343,银川,11,0,0,0,宁夏回族自治区
344,吴忠,5,0,0,0,宁夏回族自治区
345,中卫,2,0,0,0,宁夏回族自治区
346,固原,2,0,0,0,宁夏回族自治区
347,宁东管委会,1,0,0,0,宁夏回族自治区
348,包头,3,0,0,0,内蒙古自治区
349,鄂尔多斯,3,0,0,0,内蒙古自治区
350,呼和浩特,2,0,0,0,内蒙古自治区
351,锡林郭勒盟,2,0,0,0,内蒙古自治区
352,赤峰,2,0,0,0,内蒙古自治区
353,巴彦淖尔,2,0,0,0,内蒙古自治区
354,乌兰察布,2,0,0,0,内蒙古自治区
355,呼伦贝尔,1,0,1,0,内蒙古自治区
356,兴安盟,1,0,0,0,内蒙古自治区
357,通辽,1,0,0,0,内蒙古自治区
358,乌鲁木齐,8,0,0,0,新疆维吾尔自治区
359,伊犁州,5,0,0,0,新疆维吾尔自治区
360,吐鲁番,1,0,0,0,新疆维吾尔自治区
361,胡杨河,1,0,0,0,新疆维吾尔自治区
362,石河子,1,0,0,0,新疆维吾尔自治区
363,阿克苏,1,0,0,0,新疆维吾尔自治区
364,长春,4,0,1,0,吉林省
365,吉林,3,0,0,0,吉林省
366,松原,2,0,0,0,吉林省
367,延边,2,0,0,0,吉林省
368,四平,1,0,0,0,吉林省
369,公主岭,1,0,0,0,吉林省
370,通化,1,0,0,0,吉林省
371,西宁,8,0,0,0,青海省
