,cityName,confirmedCount,suspectedCount,curedCount,deadCount,provinceName
177,乐山,2,0,0,0,四川省
178,宜宾,2,0,0,0,四川省
179,凉山,2,0,0,0,四川省
180,资阳,2,0,0,0,四川省
181,巴中,2,0,0,0,四川省
182,眉山,1,0,0,0,四川省
183,广元,1,0,0,0,四川省
184,苏州,20,0,1,0,江苏省
185,南京,14,0,0,0,江苏省
186,无锡,9,0,0,0,江苏省
187,扬州,8,0,0,0,江苏省
188,常州,8,0,0,0,江苏省
189,泰州,8,0,0,0,江苏省
190,徐州,8,0,0,0,江苏省
191,南通,6,0,0,0,江苏省
192,盐城,6,0,0,0,江苏省
193,宿迁,4,0,0,0,江苏省
194,连云港,3,0,0,0,江苏省
195,淮安,3,0,0,0,江苏省
196,镇江,2,0,0,0,江苏省
197,外地来沪人员,47,0,5,1,上海市
198,浦东,12,0,0,0,上海市
199,静安,7,0,0,0,上海市
200,长宁,5,0,0,0,上海市
201,徐汇,5,0,0,0,上海市
202,奉贤,5,0,0,0,上海市
203,黄浦,3,0,0,0,上海市
204,虹口,2,0,0,0,上海市
205,闵行,2,0,0,0,上海市
206,青浦,2,0,0,0,上海市
207,宝山,2,0,0,0,上海市
208,嘉定,2,0,0,0,上海市
209,松江,1,0,0,0,上海市
210,金山,1,0,0,0,上海市
211,福州,24,0,0,0,福建省
212,莆田,14,0,0,0,福建省
213,泉州,13,0,0,0,福建省
214,三明,9,0,0,0,福建省
215,宁德,7,0,0,0,福建省
216,漳州,7,0,0,0,福建省
217,厦门,6,0,0,0,福建省
218,南平,3,0,0,0,福建省
219,龙岩,1,0,0,0,福建省
220,桂林,16,0,0,0,广西壮族自治区
221,北海,13,0,0,0,广西壮族自治区
222,南宁,7,0,0,0,广西壮族自治区
223,柳州,6,0,0,0,广西壮族自治区
224,防城港,5,0,1,0,广西壮族自治区
225,梧州,4,0,1,0,广西壮族自治区
226,河池,3,0,0,0,广西壮族自治区
227,百色,2,0,0,0,广西壮族自治区
228,玉林,2,0,0,0,广西壮族自治区
229,西安,18,0,0,0,陕西省
230,安康,10,0,0,0,陕西省
231,汉中,6,0,0,0,陕西省
232,咸阳,5,0,0,0,陕西省
233,铜川,5,0,0,0,陕西省
234,宝鸡,4,0,0,0,陕西省
235,延安,3,0,0,0,陕西省
236,渭南,3,0,0,0,陕西省
237,商洛,2,0,0,0,陕西省
238,昆明,15,0,0,0,云南省
239,西双版纳,10,0,0,0,云南省
240,丽江,6,0,0,0,云南省
241,曲靖,5,0,0,0,云南省
242,玉溪,5,0,0,0,云南省
243,保山,4,0,0,0,云南省
244,大理,3,0,0,0,云南省
245,红河,2,0,0,0,云南省
246,昭通,2,0,0,0,云南省
247,德宏,2,0,0,0,云南省
248,普洱,1,0,0,0,云南省
249,石家庄,10,0,0,0,河北省
250,廊坊,9,0,0,0,河北省
251,沧州,8,0,0,1,河北省
252,保定,6,0,0,0,河北省
253,邯郸,4,0,0,0,河北省
254,邢台,3,0,0,0,河北省
255,衡水,3,0,0,0,河北省
256,唐山,3,0,0,0,河北省
257,承德,1,0,0,0,河北省
258,张家口,1,0,0,0,河北省
259,三亚,14,0,0,0,海南省
260,海口,9,0,0,0,海南省
261,万宁,8,0,0,0,海南省
262,儋州,5,0,0,0,海南省
263,澄迈县,2,0,0,1,海南省
264,临高县,1,0,0,0,海南省
265,陵水县,1,0,0,0,海南省
266,琼海市,1,0,0,0,海南省
267,东方市,1,0,0,0,海南省
268,琼中县,1,0,0,0,海南省
269,沈阳,9,0,0,0,辽宁省
270,大连,5,0,1,0,辽宁省
271,丹东,5,0,0,0,辽宁省
272,锦州,4,0,0,0,辽宁省
273,朝阳,4,0,0,0,辽宁省
274,葫芦岛,4,0,0,0,辽宁省
275,本溪,2,0,0,0,辽宁省
276,铁岭,2,0,0,0,辽宁省
277,盘锦,2,0,0,0,辽宁省
278,营口,1,0,0,0,辽宁省
279,辽阳,1,0,0,0,辽宁省
280,哈尔滨,11,0,0,0,黑龙江省
281,绥化,8,0,0,1,黑龙江省
282,大庆,5,0,0,0,黑龙江省
283,佳木斯,5,0,0,0,黑龙江省
284,齐齐哈尔,3,0,0,0,黑龙江省
285,七台河,2,0,0,0,黑龙江省
286,牡丹江,1,0,0,0,黑龙江省
287,双鸭山,1,0,0,0,黑龙江省
288,鸡西,1,0,0,0,黑龙江省
289,大兴安岭,1,0,0,0,黑龙江省
290,河北区,7,0,0,0,天津市
291,河东区,6,0,0,0,天津市
292,外地来津人员,4,0,0,0,天津市
293,河西区,3,0,0,0,天津市
294,和平区,2,0,0,0,天津市
295,西青区,2,0,0,0,天津市
296,滨海新区,1,0,0,0,天津市
297,南开区,1,0,0,0,天津市
298,红桥区,1,0,0,0,天津市
299,晋中,9,0,0,0,山西省
300,运城,4,0,0,0,山西省
301,太原,3,0,1,0,山西省
302,大同,3,0,0,0,山西省
303,吕梁,3,0,0,0,山西省
304,朔州,2,0,0,0,山西省
305,阳泉,1,0,0,0,山西省
306,长治,1,0,0,0,山西省
307,临汾,1,0,0,0,山西省
308,兰州,14,0,0,0,甘肃省
309,临夏,2,0,0,0,甘肃省
310,张掖,2,0,0,0,甘肃省
311,白银市,1,0,0,0,甘肃省
312,定西,1,0,0,0,甘肃省
313,陇南,1,0,0,0,甘肃省
314,金昌市,1,0,0,0,甘肃省
315,天水市,1,0,0,0,甘肃省
316,平凉市,1,0,0,0,甘肃省
317,包头,3,0,0,0,内蒙古自治区
318,呼和浩特,2,0,0,0,内蒙古自治区
319,呼伦贝尔,2,0,0,0,内蒙古自治区
320,锡林郭勒盟,2,0,0,0,内蒙古自治区
321,鄂尔多斯,2,0,0,0,内蒙古自治区
322,赤峰,2,0,0,0,内蒙古自治区
323,兴安盟,1,0,0,0,内蒙古自治区
324,通辽,1,0,0,0,内蒙古自治区
325,巴彦淖尔,1,0,0,0,内蒙古自治区
326,乌鲁木齐,6,0,0,0,新疆维吾尔自治区
327,伊犁州,4,0,0,0,新疆维吾尔自治区
328,吐鲁番,1,0,0,0,新疆维吾尔自治区
329,第七师,1,0,0,0,新疆维吾尔自治区
330,第八师石河子,1,0,0,0,新疆维吾尔自治区
331,银川,7,0,0,0,宁夏回族自治区
332,吴忠,3,0,0,0,宁夏回族自治区
333,中卫,1,0,0,0,宁夏回族自治区
334,固原,1,0,0,0,宁夏回族自治区
335,黔南州,4,0,0,0,贵州省
336,铜仁,2,0,0,0,贵州省
337,贵阳,1,0,1,0,贵州省
338,黔西南州,1,0,0,0,贵州省
339,六盘水,1,0,0,0,贵州省
340,吉林,3,0,0,0,吉林省
341,松原,2,0,0,0,吉林省
342,长春,1,0,0,0,吉林省
343,四平市,1,0,0,0,吉林省
344,公主岭,1,0,0,0,吉林省
345,通化,1,0,0,0,吉林省
346,西宁,6,0,0,0,青海省
